Customer_ID,Loan_Amount,Loan_Purpose,Loan_Term,Paperless_Enabled,Interest_Rate,is_sustainable,design_score,sentiment_score,goal_alignment_score,revenue
20,728375,0,60,1,9.27332620728853,1,0.9146612731088596,0.7592302802730434,0.8912971844606344,4052675.38574027
21,1092791,3,60,1,7.1982190052225725,1,0.8454161849510199,0.6875563788195462,0.844324187923522,4719689.366961708
22,893339,1,24,1,9.095029929916404,1,0.9400135711132508,0.7857531750897864,0.9085889154010124,1949986.786214782
23,355035,1,48,1,10.218211576285816,1,0.7792651006561655,0.7424002312189389,0.8405551106250347,1741354.9185535847
24,1307762,1,48,1,6.691360850835917,1,0.7958284253216922,1.0,0.931942808440564,4200339.575525223
25,446990,2,12,1,8.388861387131927,1,0.6317986768229671,0.8015113989043132,0.81110335857576,449968.458172092
26,905428,0,12,1,8.57472035248476,1,0.737595562313049,0.733897919259984,0.8238311605243444,931655.0279171488
27,1439487,3,36,0,10.059824645651506,0,0.817049865476729,0.9711607268800188,0.5960701974522492,5213155.247890182
28,1427067,0,12,0,8.60562034375495,0,0.8387200837466406,0.7746659350623096,0.5377953396029834,1473695.6168521612
29,202063,0,48,1,9.05391103905344,1,0.9823937473305268,0.5677530844703588,0.8500489439336286,878141.0046164426
30,470729,3,36,1,10.06041914114632,1,0.6149052843757747,0.735066362447758,0.7833238822745109,1704863.1750813597
31,1216014,0,12,1,9.018913218181808,1,0.8229454750803878,0.8236443896846464,0.8821966215883448,1316054.968571296
32,1244935,2,24,1,8.11234736083812,1,0.7623762723902694,0.8081435379477963,0.8568399367793552,2423842.8387996014
33,523756,3,60,0,6.88629024929262,0,0.8075503593238282,0.8706209645241988,0.5593904412826757,2164041.5014851037
34,754539,3,12,1,9.7846203328066,1,0.8102716251310228,0.7684459762453383,0.8595725337921203,885945.3169554669
35,556985,1,12,1,10.420121675729698,1,0.7808815437749766,0.7599733165877597,0.8469516201209121,696462.1765867567
36,796203,0,24,0,10.86529041659074,0,0.686689208186654,0.5817029637971769,0.422797390661277,2076234.438134591
37,127690,3,48,1,10.669699463472057,1,0.6681222809493835,0.9334106709434598,0.8671776506309478,653958.6837555586
38,627282,3,24,1,10.08838058974962,1,0.7735088215203507,0.7133275703761282,0.8289454639654931,1518782.292743837
39,1252109,2,12,1,9.395623695105776,1,0.6579382502985043,0.6324558223653213,0.7634646908879419,1411721.3987106236
40,1216122,1,48,0,10.016570656237873,0,0.7887095720865117,1.0,0.5962365240288373,5847058.531010551
41,440716,3,36,1,8.444376707834305,1,0.7746630557861077,0.9516102825891304,0.9087577794584126,1339765.8930611657
42,650755,2,12,1,9.176492966558758,1,0.5549964698290134,0.6962701293291182,0.7504221997193773,716597.8416543534
43,870878,3,24,0,8.069149141126333,0,0.9933613076172532,0.5243194386893488,0.5058935821022007,1686538.671774197
44,755408,3,36,1,7.970191467411722,1,0.807725766614592,0.663783429447056,0.823836398687216,2167468.70256524
45,268050,3,60,1,9.905112979742151,1,0.5562609859825461,0.9394962715511884,0.8319190858445782,1593039.3205319303
46,613672,2,36,1,8.542697520366028,1,0.8247132932208855,0.7712055964446431,0.8653062965551762,1887269.1381785015
47,1099078,0,24,1,7.454725683189632,1,0.7796610680648471,0.5880676384036815,0.7892429021561762,1966397.998662887
48,979577,3,36,0,7.408721728738397,0,0.6682234310279329,0.8440777850672996,0.5041004053650775,2612668.8257540544
49,804582,3,24,1,10.366275627064702,1,0.8309302940774259,0.7248170365664346,0.8519157768812868,2001724.5063779927
50,672403,0,12,1,9.54992222463202,1,0.7057846144810399,0.6721557638649402,0.7926467927819933,770567.5624331093
51,976038,3,48,0,8.95720733011152,0,0.8193032628832448,0.6812591424480293,0.500187468443758,4196435.869472346
52,1203183,1,60,1,8.304224311983617,1,0.729849032661083,0.9067671009764257,0.8788720445458361,5994900.912219231
53,1170572,3,48,1,8.438678258542065,1,0.7094420882520015,0.8155963618024895,0.841679483351497,4741478.63349989
54,1072425,1,48,1,6.758458373877248,1,0.7984466151964582,0.5716730775828365,0.7900398975930982,3479011.0663705477
55,1232273,0,48,1,8.547095651905293,1,0.6377907021829532,0.7940626536140343,0.8106177852656625,5055530.49612494
56,1456742,2,24,0,10.079547097799368,0,0.7917462774389884,0.762913809569556,0.5182200290028481,3523991.9036021875
57,926580,0,24,1,8.24593916042895,1,0.865725377801299,0.6995510722091108,0.8550921500034699,1833725.3537448612
58,452868,3,60,0,8.22611563644466,0,0.9270610790735542,0.7058782651848865,0.5443131147528136,2235206.721627252
59,339190,1,24,0,6.570724623586795,0,0.9088568213994144,0.6461937083899096,0.5183501765964413,534893.7804178572
60,108888,2,24,1,8.560258681511309,1,0.9353330515855328,0.6704968354130728,0.8686099623328686,223706.2673549768
61,535413,3,24,1,6.614019438265851,1,0.7545285973770385,0.7847668138243261,0.8464318037337882,849895.6774800562
62,1101830,2,24,1,9.066572426039423,1,0.6975364248495189,0.7166916111595569,0.8047426786696921,2397557.1590839247
63,1370008,2,12,0,8.780525217120413,0,0.8815356361603539,0.8154817965828403,0.5656724775810648,1443526.7749988043
64,461085,3,60,1,10.280038245157996,1,0.7483106659011765,0.6558024441067359,0.8013710366693041,2843982.8605612046
65,379477,0,24,1,9.118012749165745,1,0.8006262280260222,0.8348993539644988,0.8785085273301737,830418.2697636406
66,601616,3,60,1,7.955423098949969,1,0.8746867010835381,0.9077333489347392,0.9274733500060924,2871665.893858731
67,660643,3,36,1,8.823039542376113,1,1.0,0.7491859632000815,0.9163953210666936,2098396.552461834
68,330487,0,12,1,9.648678600874636,1,0.8528800510118049,0.8124751932329901,0.8884517480815983,382651.5413720707
69,753974,1,24,1,6.922837079346722,1,0.8205102982450653,0.817157144628188,0.879222480957751,1252713.399375208
70,567119,3,12,0,9.294833398116952,0,0.6878889116009632,0.6897482371669607,0.4592123829226412,632553.1946288026
71,1083762,2,12,1,10.624818268900906,1,0.9169355423558694,0.8176037961398457,0.911513112831905,1381772.91560887
72,873890,3,36,1,7.8460863303406,1,0.8408642860788107,0.4777878680365612,0.7728840513717907,2468381.897959685
73,349434,3,60,1,9.319812926943856,1,0.7652858029835571,0.4300120149393608,0.7317659393076393,1953995.70618822
74,989602,2,12,0,10.195982526576095,0,0.7549581645860572,0.7104626083214861,0.4884735909691811,1210795.7640317709
75,1486395,0,48,1,8.803128788473808,1,0.7593137379059991,0.8260158970860473,0.8617765449973488,6280764.775460891
76,1329502,1,36,1,9.730907903091731,1,0.8043965202778244,0.739793600369814,0.8480633735492128,4657414.146831456
77,691952,1,48,1,7.89954652320167,1,0.6540992993529863,0.8395048354774721,0.8312013782768194,2623731.3675947725
78,600638,2,36,1,7.877263038163152,1,0.9218022804719644,0.6057917221021636,0.842531334191376,1703298.066017846
79,710441,0,48,1,9.504128098093524,1,0.9034673397305456,0.8559407279975271,0.9198026892426908,3241018.689666077
80,1404925,3,48,1,9.674339932880676,1,0.7832511648459543,0.9454575137297068,0.9095695595252202,6524026.574497145
81,1050128,3,12,1,10.716543647804649,1,0.7595350517129842,0.6664307382112944,0.8086552633080929,1350449.105733816
82,671284,3,12,0,7.511773586230886,0,0.7976822295215139,0.8425198513805198,0.5467340269673445,605104.0104071297
83,409091,3,36,1,8.606979182395861,1,0.814656182558654,0.7527381976596135,0.8557981267394226,1267573.5794539817
84,521172,3,60,1,7.627310629237511,1,0.7699903303914583,0.8030208653923001,0.857670398594586,2385084.4411565834
85,551813,2,12,1,6.860414723961104,1,0.8999085059982896,0.9452173880041308,0.9483752980008068,454279.9236087778
86,752632,3,12,1,8.314537375763695,1,0.6575891828991435,0.7892763927810702,0.8156218585600712,750934.4273034937
87,329685,3,24,0,8.183363362796914,0,0.7288063830065264,0.8417330545196421,0.5235131458420562,647503.7160632882
88,427608,0,12,1,7.716953539919846,1,0.877524199186406,0.5984346430584381,0.8253196140816147,395979.7283157654
89,235024,3,60,1,7.836477010127374,1,0.8324276542478871,0.8380368943143338,0.8901548495207403,1105056.1036969055
90,1074384,1,24,1,8.121853128580751,1,0.7320458749591623,0.9432008581024952,0.8917489110205525,2094237.3724073044
91,283273,2,48,0,10.949769347510422,0,0.8400468466697031,0.6391799252504136,0.4930755906400388,1488851.5259411137
92,744742,2,48,1,10.02330994685276,1,0.7207039554913572,0.711237222522219,0.8106470593378589,3583094.3502907287
93,224444,2,24,1,6.821305404891081,1,0.7689884169220775,0.8323351961069084,0.867107871009662,367440.25687088975
94,474319,1,24,1,10.425859294190158,1,0.9043718945542454,0.803734095335994,0.9027019966300798,1186843.9570946356
95,404604,3,24,1,9.34986496879402,1,0.8933083577065182,0.5868326697880704,0.8267136758315295,907918.2638001448
96,1302444,2,36,1,10.507671920548592,1,0.8288236757763925,0.7697893646894209,0.8662043468219377,4926835.528879317
97,262818,1,60,1,8.037693592086027,1,0.6948850962746733,0.710078183372285,0.8016544265489861,1267470.3326909193
98,580001,0,60,1,8.590334891652734,1,0.762234484990523,0.6337613841243477,0.798665289704957,2989441.6964960867
99,1148591,3,48,1,10.533021757886488,1,0.8096465642809374,0.9128069842071204,0.907484516162686,5807104.317078047
100,1305605,1,48,1,7.726579111611567,1,0.9455421388065268,0.7506552453087888,0.8987324613717719,4842172.954087499
101,705829,3,48,1,10.619753943104367,1,0.6217630566357295,0.8679658383487325,0.8299096316614873,3597950.5468355585
102,262948,0,12,1,10.22824870464921,1,0.7127855953100141,0.6091904368505616,0.773992010720192,322739.7048468121
103,816087,1,48,0,10.91251073409182,0,0.9128603392122177,0.8206734789025308,0.5778446060382495,4274667.91077734
104,1195622,3,24,1,7.959159141573634,1,0.9360167077793996,0.8774027427379905,0.9378064835057968,2283874.9850799725
105,1158335,1,48,1,7.560889310021525,1,0.79302862627222,0.7209421679574886,0.8379902647432361,4203860.505083416
106,1328080,2,24,0,7.988901036705776,0,0.9538400741223244,0.6903383868986217,0.548059487006982,2546375.9253187696
107,1417132,3,36,0,10.795924081949307,0,0.7266628845578571,0.5934873910784622,0.4400500918787731,5507729.814996356
108,382648,1,12,0,7.998829832238237,0,0.6490760595936381,0.6458336785078468,0.4316365793671616,367288.3485175557
109,370651,2,12,1,9.043453189807572,1,0.8790230275679128,0.695684005843741,0.8582356778038847,402235.7961906439
110,1169626,0,60,1,8.316556771639315,1,0.9294704909612196,0.6328906595812009,0.8541203835141401,5836356.6183512425
111,498036,3,36,0,8.282990650168014,0,0.9278029191982128,0.657846400667396,0.5285497732885363,1485081.9113209478
112,586383,3,24,1,7.370203744455749,1,0.7136555393787423,0.768971629968565,0.8275423897824358,1037222.9237484467
113,1248729,0,36,1,8.916857933589155,1,0.8199379862819002,0.7833345838071252,0.8677575233630085,4008506.0725990254
114,331329,2,12,1,10.322319147352433,1,0.8839818046960044,0.8809014024638124,0.9216277357199388,410410.041692776
115,676209,0,24,1,6.722682560992419,1,0.8300977713231695,0.6585871975345858,0.8295616562859185,1091025.2284526697
116,1139786,3,36,1,10.501519671485395,1,0.9446356709146144,0.7527822253361419,0.8991392987502521,4309014.636102116
117,237912,1,12,1,9.494628343117848,1,0.7594954142798724,0.6998763872952118,0.8197906005250282,271066.32220414246
118,596586,2,24,0,9.275321362587064,0,0.7929384189678491,0.6913961700435465,0.4947781963371319,1328046.4489008875
119,655728,2,24,0,9.316551048157963,0,0.8236190461505498,0.7120632924432413,0.5118941128645971,1466189.6125695664
120,738803,2,12,1,7.833214261795113,1,0.8832554139236202,0.7264589442304248,0.8699047860513484,694464.2635508418
121,428443,0,24,1,8.368150267407295,1,0.7805540268798198,0.7800475519555274,0.8535338596117823,860466.097204508
122,1109589,0,12,1,10.096805026568966,1,0.8927434143933409,0.710357044010775,0.867700152801372,1344396.4551150757
123,1187599,1,48,0,7.878714666213304,0,0.9604624708054949,0.8972796756062122,0.6192473821372356,4491241.756262521
124,1329677,1,48,0,8.615090943077135,0,0.7481928847598329,0.5454719541974518,0.4312216129857615,5498538.374360628
125,402085,2,24,1,6.58834522124444,1,0.7835340620290097,0.8764744350587141,0.8866694990292413,635777.949188177
126,1008109,1,24,1,9.80101258820978,1,0.8967759591776154,0.7057795600869554,0.8675185064215235,2371317.3598290174
127,842319,0,12,1,8.379659795053726,1,0.9927528374137076,0.7273400500076813,0.906697629140463,847001.5990691832
128,176054,1,24,1,8.864114458131217,1,0.8635959285381121,0.7488461425963628,0.8708140237114916,374535.07363484
129,1476083,0,60,1,7.016101930148414,1,0.7213763729965785,0.8346770451907165,0.8520178060624316,6213809.271215557
130,601772,1,48,1,10.962714029543466,1,0.8198172269723117,0.6443650129236869,0.8213940799653328,3166586.0865534865
131,686030,3,24,1,7.8611052214318065,1,0.8960193351765492,0.6711768927336602,0.8557320759700698,1294308.963614127
132,1141963,0,24,0,9.357453477184029,0,0.7187431432627127,0.8100671606277178,0.5096034346301436,2564607.7548397207
133,669503,3,36,1,9.115563551845094,1,0.6921619796660692,0.5462185404749691,0.7461268400470127,2197042.972074341
134,1142585,0,24,1,10.032914917662456,1,0.7655016983443712,0.7459000042931697,0.8371339008791803,2751229.9418873657
135,259245,1,60,1,7.822266300298822,1,0.8659633548438592,0.6542724395412013,0.8400785981283535,1216730.056212581
136,946200,3,48,1,9.901673052487569,1,0.6630785754157948,0.6290124990654147,0.7640303581604032,4497102.260286593
137,1390019,1,36,1,8.221257788085804,1,0.7306921212328428,0.5533843382082204,0.7613588198136877,4113973.630561407
138,1252167,0,12,0,8.350224346308572,0,0.827365988514734,0.8426762466082842,0.5566807450410061,1254705.0442853
139,1397621,3,12,0,9.527206369190466,0,0.9090518753648816,0.7690591079051581,0.5593703277566799,1597850.8431497216
140,162583,2,48,0,10.02928597283211,0,0.8290210743095436,0.6693262556702044,0.4994491099932494,782683.8726340622
141,355931,1,12,0,9.500899862542516,0,0.8374684783932691,0.7302530508395317,0.5225738430776002,405799.7746769544
142,1308572,0,60,1,10.549457842570185,1,0.9004921719049761,0.6188541222894866,0.8397820980648208,8282835.088780651
143,1440824,3,24,1,7.783215632795303,1,0.9597257810476312,0.6856576987871401,0.8817944932782571,2691418.531417598
144,864948,1,48,0,10.552775294458772,0,0.9485511886865472,0.726198439689833,0.5582498761254601,4381248.904987932
145,924026,3,36,1,7.088885866745204,1,0.5958638403932023,0.7576740570102974,0.7845126324678332,2358113.346685837
146,365808,1,24,1,9.467886435634911,1,0.8098057912467878,0.7970476334369931,0.8689511415612602,831222.8642992168
147,821393,1,12,1,8.9643379312108,1,0.8912515864418088,0.5332977103201368,0.8081830989206485,883589.3311597238
148,554377,1,12,1,8.725861731870152,1,0.969978673102124,0.7974211151069774,0.9224665960697006,580490.0459194775
149,828537,3,36,1,7.899104129879802,1,0.8640986611185235,0.5429404534567945,0.8023463715251061,2356092.01384496
150,752692,3,60,0,8.766797353887053,0,0.7140813702139549,0.8017840174309899,0.5052884625483149,3959218.940335172
151,1350240,1,36,1,7.227980103731165,1,0.7272987131563089,0.7244026854661852,0.8172337995408313,3513422.8278943086
152,1443619,2,48,0,8.16194424895254,0,0.7300968239070584,0.8809751815695182,0.5370240018255256,5655714.141469736
153,957411,2,36,1,6.944064128677448,1,0.830751888125061,0.669063229275491,0.833271705800184,2393396.4173404337
154,641529,2,12,1,9.073309699038438,1,0.7520177948375546,0.8437008012568457,0.8652395320314668,698494.9557497315
155,932643,0,60,1,6.930955487898322,1,0.495533783492688,0.6099128130049412,0.7018155321658764,3878464.271459973
156,305320,2,60,1,7.221550897573246,1,0.6821710986071563,0.7627065441111686,0.8149592142394416,1322930.352028238
157,1091261,3,36,1,6.884600606693666,1,0.7555750878480871,0.5054398836537134,0.7536716571672669,2704642.611358009
158,131346,2,48,0,8.21589787978435,0,0.6637517510078457,0.8559675553444537,0.5065731021174331,517980.1550007145
159,466595,3,12,1,10.288813044882568,1,0.6786470551909198,0.9572248084007456,0.8786239545305552,576085.046721238
160,832484,0,24,1,10.581033762352224,1,1.0,0.6662133333031498,0.8887377777677167,2114049.9145483267
161,1297590,3,60,1,6.823502545700061,1,0.7991378105835604,0.7647156680377578,0.854617826207106,5312465.200964965
162,922805,3,36,0,9.355475633877322,0,0.7613885290621508,0.803260550975424,0.5215496933458583,3107980.689235259
163,996445,3,48,1,9.57973441066433,1,0.8667343427725371,0.5639694003416869,0.8102345810380746,4581925.658320521
164,1150592,2,48,1,8.90196474094411,1,0.9146069422650384,0.6601071963851707,0.8582380462167364,4916414.119301936
165,1063813,1,12,1,9.501431876612957,1,1.0,0.6526788217635017,0.8842262739211671,1212929.6098746313
166,631562,3,60,1,7.551608219493929,1,0.9705373018030108,1.0,0.9901791006010036,2861585.2741920147
167,1125743,2,12,1,8.703398953185573,1,0.8434808829625005,0.8754962837232433,0.9063257222285812,1175734.8537307186
168,115748,2,24,1,8.25894132066123,1,0.6467192099656794,0.7239500562100678,0.7902230887252492,229429.42559613503
169,969440,2,24,1,6.90368578147834,1,0.6997517618593011,0.8434848892840809,0.8477455503811274,1606250.1945591269
170,753576,1,24,1,9.3150039787512,1,0.7598141553325187,0.7753499421250463,0.8450546991525217,1684695.2251899394
171,527345,1,48,1,8.728468367021957,1,0.85065632050694,0.8211644728715698,0.89060693112617,2209398.792483453
172,1349657,1,60,0,7.738283121061624,0,0.8094316521278432,0.623578300650321,0.477669984259388,6266416.789393601
173,516706,1,12,0,8.631583671815171,0,0.6526973261421551,0.91480516702552,0.5225008310558917,535198.9287274716
174,992055,0,12,1,9.988841082788763,1,0.6348248972329482,0.657871153047559,0.764232016760169,1189137.5688463207
175,272507,1,24,0,10.107459932636289,0,0.8259008053583741,0.6640833569497882,0.4966613874360541,661044.8601271
176,620140,1,60,1,9.42286757937216,1,0.8120040550349421,0.820827261813294,0.877610438949412,3506098.260403111
177,323023,1,60,0,8.604865250300737,0,0.779012313238849,0.7914912902092159,0.5235012011493549,1667741.632648737
178,1493826,3,36,1,9.090873376417315,1,0.8482926054040093,0.7527788083284731,0.8670238045774942,4888865.884463991
179,1037302,3,60,0,8.232569171100277,0,0.9246812460894596,0.8507520100248048,0.5918110853714215,5123796.279792395
180,1465358,1,60,1,7.069503543474072,1,0.8310068936665824,0.6106733713495694,0.8138934216720507,6215612.144074848
181,1217648,0,12,1,8.235292688237413,1,0.7058349645202404,0.9713224256010444,0.892385796707095,1203322.5205496291
182,1215885,3,60,1,8.886497402313354,1,0.9915219635669948,0.6899213738345089,0.8938144458005013,6482975.336407064
183,1309542,2,60,1,9.194753065927628,1,0.7823691517376662,0.7393906635416568,0.8405866050931077,7224549.191676599
184,601775,3,12,0,10.711104392245794,0,0.8049997632927527,0.9731792114151132,0.5927263249026219,773480.9814772453
185,285639,2,60,0,9.998000502637773,0,0.7346341961673704,0.664867195181184,0.4665004637828514,1713491.3193437704
186,810419,3,12,1,7.183966526501048,1,0.6925586451336718,0.8727651003027217,0.8551079151454646,698642.7562128544
187,518810,1,36,1,7.283819929938176,1,0.700700564642827,0.7242813686162822,0.8083273110863698,1360410.702426441
188,404893,3,48,1,6.952226416578894,1,0.6787205752931442,0.6489798517207122,0.7759001423379521,1351155.7490341817
189,960966,1,12,1,9.82181777249413,1,0.4990058919776085,0.7039512969161437,0.734319062964584,1132611.9525075117
190,1400325,1,12,1,9.677550253213356,1,0.7843740274476566,0.8179536236126634,0.8674425503534401,1626205.866999719
191,369284,3,60,0,10.938633057635965,0,0.9102348855495764,0.8717119595709282,0.5939822817068349,2423677.302033624
192,1473946,2,12,1,8.849105379489568,1,0.7015687566573302,0.7770727103901401,0.8262138223491567,1565172.417321256
193,862449,2,24,1,10.218867179819968,1,1.0,0.5582467617737775,0.8527489205912592,2115180.427288452
194,975247,3,24,1,9.093979363892544,1,0.9386377807280608,0.8262637979594191,0.9216338595624932,2128530.262247547
195,1431211,1,36,1,10.433390206373469,1,0.7981776165529278,0.7329441798460883,0.8437072654663386,5375657.819035431
196,299888,2,12,0,9.744594676862382,0,0.6888918178288717,0.6177020679805453,0.4355312952698056,350674.44101458875
197,266052,0,60,1,9.39297806746064,1,0.6402902118720377,0.7915672344419361,0.8106191487713246,1499412.3604824226
198,1375173,1,60,0,9.043052019423726,0,0.7886316324810896,0.8860607422376541,0.5582307915729146,7461456.5848241905
199,1156654,3,48,1,9.753367359993389,1,0.80681206468488,0.7508062737596634,0.8525394461481811,5415010.25779478
200,715942,1,36,1,8.388442292019548,1,0.7795612885873558,0.8607999230147113,0.8801204038673558,2162029.734515901
201,229101,0,60,1,6.934594613175489,1,0.9069323120292644,0.8054875241328714,0.9041399453873784,953233.5362838708
202,582737,0,48,1,6.679937579590284,1,0.949708209624022,0.8070365153792012,0.9189149083344076,1868470.4569524971
203,641285,2,60,0,8.655606792241283,0,0.8472673891553524,0.7133415658736837,0.5202029850096787,3330426.481057471
204,573026,0,48,1,9.196812119990636,1,0.8526465973254551,0.848243584659281,0.9002967273282453,2529605.981697482
205,756228,1,24,1,6.854820637567815,1,0.7684444737807704,0.8597014614516358,0.8760486450774687,1244113.752265592
206,608715,2,24,1,7.7910659701044604,1,0.7995081924933375,0.8451201408256528,0.8815427777729967,1138209.2932781128
207,519614,0,60,0,7.949144926889692,0,0.841163345340735,0.71234559159315,0.517836312311295,2478292.195224517
208,312650,2,36,0,9.03257990843713,0,0.7683261837233869,0.8682095723386329,0.54551191868734,1016652.9990142328
209,459500,2,12,0,7.753171052192551,0,0.8660847170799449,0.7963577405771415,0.5541474858856955,427509.8518178973
210,907678,3,36,1,6.93041869800203,1,0.6943824284762212,0.6333209446287523,0.7759011243683246,2264611.889867431
211,251633,2,36,0,7.241855334259475,0,0.7267797714700174,0.7042209258864064,0.4770002324521412,656024.3219972573
212,1183088,2,12,1,7.28276510721887,1,0.6953086903656215,0.6863509230924442,0.7938865378193553,1033938.240620323
213,1118064,0,24,1,10.292127249002426,1,0.7331377886024535,0.5114523744586164,0.7481967210203567,2761741.670526876
214,325226,1,24,1,7.779438591402312,1,0.7712715774709997,0.8704095660214008,0.8805603811641335,607218.1668785779
215,1357043,1,12,1,9.716112802616406,1,0.9029091136687324,1.0,0.9676363712229108,1582221.943920117
216,944297,0,48,0,9.055274358526876,0,0.8041432181956992,0.8950017482257122,0.5663816554738038,4104416.8372482494
217,1041084,1,36,1,10.89667439127399,1,0.6715692268214916,0.7695431189543068,0.8137041152585995,4083967.210307432
218,564175,2,60,1,7.72770200996091,1,0.6598039532759774,0.6881017523245111,0.7826352352001629,2615865.768881818
219,989825,3,24,1,7.212678592381401,1,0.7584002471082407,0.6389899508125041,0.7991300659735816,1713429.5010489407
220,696432,2,60,1,6.734170269625522,1,0.8834401029977899,0.7680774454582511,0.8838391828186802,2813935.0015295045
221,797845,2,12,0,7.584318480265763,0,0.940297694479464,0.8661967815911962,0.6021648253568868,726133.2693465165
222,1265939,3,60,1,9.578318988869269,1,0.6409235003063808,0.66905010573501,0.7699912020137969,7275340.537470102
223,412809,0,60,1,6.883662010865873,1,0.837235246447006,1.0,0.945745082149002,1704982.578626118
224,281675,2,36,1,7.601158303173463,1,0.7598127538524075,0.5839208240741718,0.7812445259755264,770780.2554166986
225,1300686,2,12,0,10.348887656828056,0,0.7675779215076484,0.776939784582384,0.5148392353633441,1615278.3948970863
226,717830,0,60,0,9.12328827214034,0,0.6935758121090474,0.7584353218246677,0.4840037113112383,3929382.012234301
227,987743,2,24,1,6.812846931139379,1,0.777993675254709,0.7507951704493308,0.8429296152346799,1615042.0479130568
228,266964,2,12,1,6.714574149123934,1,0.6890820540113038,0.6817374117315496,0.7902731552476178,215105.94877760665
229,494969,1,24,1,6.775052938965951,1,0.7734149076515647,0.7598959672436579,0.8444369582984076,804825.8827552891
230,1112571,0,48,1,10.738437725662637,1,0.9148257842584542,0.6960274629896952,0.8702844157493832,5734691.711461539
231,773356,2,60,1,10.324421428524746,1,0.8631237519989368,0.9045467282655052,0.922556826754814,4790671.95496691
232,955243,2,12,0,10.302230189084488,0,0.991375161068898,0.9444928900090734,0.6452893503593238,1180935.9927013956
233,1062715,3,24,0,10.658975430095955,0,0.8526357229701997,0.7033748100740348,0.5186701776814115,2718588.7378066625
234,216737,3,60,1,8.773649256129097,1,0.8174518069496809,0.5526035188110008,0.7900184419202273,1140944.6512953914
235,556036,3,36,1,7.613051020145048,1,0.8552895607512385,0.788117654846746,0.8811357385326616,1523926.957333454
236,362968,2,24,1,8.30606601907333,1,0.7224201830584693,0.7837913292016462,0.8354038374200385,723560.6809946421
237,742006,2,24,1,9.73488832797715,1,0.5913971651239256,0.7626254770661345,0.7846742140633532,1733602.931685363
238,428761,3,48,1,10.442147921845692,1,0.8796171151464072,0.81395432652214,0.897857147222849,2149049.1768568708
239,1422237,1,36,1,8.45790917014786,1,0.6204670915262933,0.9157833373492644,0.8454168096251861,4330494.491192489
240,567018,1,48,0,8.909214299219276,0,0.9121601055297582,0.8499566616400865,0.5873722557232816,2424808.7392870635
241,579818,1,36,0,10.69302346974314,0,0.8750813743341816,0.8137722383924382,0.5629512042422066,2232002.69358463
242,1358061,1,24,1,6.983743866992431,1,0.715047885428956,0.8404698653648914,0.8518392502646158,2276244.043140386
243,372126,0,48,1,10.380346476383558,1,0.7563910336877738,0.7801770982797339,0.8455227106558358,1854142.47017794
244,519814,3,60,1,7.216883670133711,1,0.7988461393875866,0.6365470867977255,0.8117977420617707,2250862.300864131
245,245711,2,36,0,8.677376076307791,0,0.7077828682579663,0.9240547698150944,0.5439458793576869,767565.631110839
